2005.05.14.;1;6;62;72;75
2005.05.07.;41;50;80;83;85
2005.04.30.;41;47;77;82;84
2005.04.23.;3;4;25;29;65
2005.04.16.;37;50;69;77;81
2005.04.09.;9;27;59;72;74
2005.04.02.;16;20;41;59;60
2005.03.26.;2;19;63;72;82
2005.03.19.;21;29;58;62;71
2005.03.12.;2;16;36;37;72
2005.03.05.;19;37;49;86;89
2005.02.26.;8;27;28;33;58
2005.02.19.;9;20;47;50;78
2005.02.12.;14;30;32;37;67
2005.02.05.;31;32;54;76;89
2005.01.29.;2;8;37;38;54
2005.01.22.;30;33;40;55;88
2005.01.15.;22;66;67;87;89
2005.01.08.;30;42;60;75;80
2005.01.01.;38;55;65;66;67
